,room_id,host_id,room_type,city,neighborhood,District,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,latitude,longitude,collected
0,44054,192875,Entire home/apt,Beijing,Shuangjing,chaoyang,25,4.5,,3,2,197,1,39.893197,116.44997,53:40.0
1,85349,467520,Entire home/apt,Beijing,"? Dongsi 8th Alley, Beijin",dongcheng,135,5,5,2,1,90,2,39.931734,116.425874,12:10.2
2,100241,525386,Entire home/apt,Beijing,"Side Road of E. 4th Ring Road Middle, Beijin",chaoyang,14,5,3,1,1,57,3,39.91404,116.48804,59:43.2
3,103749,533062,Entire home/apt,Beijing,"? Tonghuihe North Rd, Beijin",chaoyang,14,4.5,2,1,1,110,1,39.90579,116.46765,51:34.9
4,114377,533062,Entire home/apt,Beijing,"? Tonghuihe North Rd, Beijin",chaoyang,32,4.5,2,1,1,89,1,39.904629,116.465985,55:34.1
5,114384,533062,Entire home/apt,Beijing,"? Tonghuihe North Rd, Beijin",chaoyang,20,4.5,2,1,1,97,1,39.904912,116.463667,51:28.2
6,114464,533062,Entire home/apt,Beijing,"? Tonghuihe North Rd, Beijin",chaoyang,15,4.5,2,1,1,95,1,39.905866,116.463649,52:04.9
7,114465,533062,Entire home/apt,Beijing,"Jianguo Road, Beijin",chaoyang,6,5,2,1,1,110,1,39.904408,116.465237,53:24.1
8,114475,533062,Entire home/apt,Beijing,"? Tonghuihe North Rd, Beijin",chaoyang,1,5,1,1,1,105,1,39.905551,116.466953,51:29.3
9,124246,619780,Entire home/apt,Beijing,"? Baiziwan Rd, Beijin",chaoyang,31,4,3,1,1,70,1,39.899782,116.470422,52:59.3
10,128496,467520,Entire home/apt,Beijing,"Dongsi 8th Alley, Beijin",dongcheng,191,5,3,1,,70,2,39.93213,116.421998,12:08.1
11,139686,467520,Entire home/apt,Beijing,"Dongsi 8th Alley, Beijin",dongcheng,126,5,3,1,,70,2,39.932753,116.42369,12:15.1
12,161902,707535,Entire home/apt,Beijing,"? Dongzhong St, Beijin",dongcheng,25,4,2,1,1,70,1,39.933566,116.435765,13:09.6
13,162144,707535,Entire home/apt,Beijing,"? Dongzhong St, Beijin",dongcheng,27,4,4,1,,80,1,39.93668,116.437985,12:21.2
14,168529,803300,Entire home/apt,Beijing,"? Wangzhima Hutong, Beijin",dongcheng,2,4.5,3,1,1,113,7,39.933319,116.417016,13:43.5
15,185064,619780,Private room,Beijing,Beijin,haidian,18,4,2,1,,64,1,39.899844,116.472955,30:28.3
16,221493,1149170,Private room,Beijing,Beijin,xicheng,24,4.5,2,1,1,89,1,39.921861,116.421252,10:41.9
17,224926,1149170,Private room,Beijing,"? Dengcao Hutong, Beijin",dongcheng,5,4.5,2,1,1,89,1,39.920928,116.421025,09:23.7
18,225479,1149170,Private room,Beijing,"? Dengcao Hutong, Beijin",dongcheng,10,4,2,1,1,89,1,39.921,116.421524,34:20.3
19,228608,1149170,Private room,Beijing,"? Lishi Hutong, Beijin",dongcheng,3,4.5,2,1,,79,1,39.922434,116.423104,09:29.3
20,228609,1149170,Private room,Beijing,"? Lishi Hutong, Beijin",dongcheng,2,4.5,2,1,,79,1,39.921434,116.421335,10:56.6
21,228610,1149170,Private room,Beijing,Beijin,shijingshan,2,5,2,1,,89,1,39.921706,116.421455,09:39.5
22,228611,1149170,Private room,Beijing,"? Lishi Hutong, Beijin",dongcheng,2,5,2,1,0,57,1,39.921517,116.422867,09:03.3
23,228614,1149170,Entire home/apt,Beijing,Beijin,shijingshan,8,4.5,,1,,130,1,39.922845,116.423111,13:11.4
24,228615,1149170,Entire home/apt,Beijing,Wangfujing/Dongdan,dongcheng,2,3.5,,1,,175,1,39.922553,116.422769,13:26.3
25,274325,644922,Entire home/apt,Beijing,"? N. 4th Ring Rd, Beijin",chaoyang,3,4.5,3,2,1,65,1,39.990323,116.426803,52:51.6
26,279078,1455726,Entire home/apt,Beijing,"Haisheng Famous Garden, Dongzhimen Outer St, Beiji",chaoyang,18,4,2,1,1,62,1,39.939095,116.440988,13:32.8
27,282825,1466681,Entire home/apt,Beijing,"? Xingfucun Middle Rd, Beijin",chaoyang,60,5,4,2,2,115,3,39.937118,116.450888,59:41.9
28,287511,1456491,Entire home/apt,Beijing,"? Dongzhimen Outer St, Beijin",chaoyang,33,4.5,3,1,1,72,1,39.940321,116.442268,11:19.3
29,314453,1455726,Entire home/apt,Beijing,"? Dongzhimen Outer St, Beijin",chaoyang,15,4,2,1,1,65,1,39.940563,116.442563,12:16.3
30,317195,1455726,Entire home/apt,Beijing,"Haisheng Famous Garden, Dongzhimen Outer St, Beiji",chaoyang,3,3,2,1,,90,1,39.940727,116.440813,13:45.5
31,322292,1456491,Entire home/apt,Beijing,"? Dongzhimen Outer St, Beijin",chaoyang,11,4.5,2,1,1,72,1,39.938485,116.440657,13:16.4
32,397447,192875,Entire home/apt,Beijing,Shuangjing,chaoyang,1,4,4,2,1,174,1,39.893575,116.449897,53:05.9
33,398784,192875,Entire home/apt,Beijing,Shuangjing,chaoyang,4,5,2,1,1,128,1,39.893736,116.451704,53:06.2
34,408505,192875,Entire home/apt,Beijing,Shuangjing,chaoyang,14,4,,3,2,197,1,39.893462,116.449803,57:36.1
35,423158,1456491,Entire home/apt,Beijing,"? Dongzhimen Outer St, Beijin",chaoyang,2,4.5,2,1,1,72,1,39.940657,116.440949,21:13.0
36,425060,1456491,Entire home/apt,Beijing,"? Dongzhimen Outer St, Beijin",chaoyang,19,4.5,2,1,1,72,1,39.939635,116.441851,21:13.0
37,445306,2212388,Entire home/apt,Beijing,"? Waijiaobu Street, Beijin",dongcheng,69,5,4,2,1,135,1,39.913416,116.418374,12:20.8
38,456641,1456491,Entire home/apt,Beijing,"? Dongzhimen Outer St, Beijin",chaoyang,8,5,3,1,1,72,1,39.938481,116.442483,13:37.8
39,458561,1456491,Entire home/apt,Beijing,"? Dongzhimen Outer St, Beijin",chaoyang,5,5,2,1,1,72,1,39.939665,116.441285,13:45.3
40,491280,707535,Entire home/apt,Beijing,"? Dongzhong St, Beijin",dongcheng,2,3,2,1,1,70,1,39.935162,116.436819,13:24.4
41,498126,1456491,Entire home/apt,Beijing,"? Dongzhimen Outer St, Beijin",chaoyang,15,4.5,2,1,1,72,2,39.940586,116.441748,8/29/2015 17:12:00
42,522237,2562442,Private room,Beijing,"? Fuchengmen Inner St, Beijin",xicheng,9,5,2,1,1,93,,39.923818,116.370095,37:39.6
43,530987,2607692,Private room,Beijing,"Dongsishitiao, Beijin",dongcheng,37,4.5,2,1,2,39,1,39.940937,116.43445,10:22.8
44,537674,2562442,Entire home/apt,Beijing,Beijin,haidian,4,5,,7,7,967,1,39.924117,116.370628,48:59.4
45,537675,2562442,Private room,Beijing,"? Fuchengmen Inner St, Beijin",xicheng,17,4.5,2,1,1,73,1,39.924174,116.370406,37:46.5
46,548855,2698589,Private room,Beijing,Beijin,xicheng,2,4,4,1,1,58,1,39.868053,116.447555,04:29.6
47,554123,1456491,Private room,Beijing,"B Dongzhimen Outer St., Dongcheng District, Beijin",chaoyang,7,4.5,3,1,1,72,1,39.938791,116.441203,09:22.7
48,563016,2607692,Entire home/apt,Beijing,Sanlitun,chaoyang,25,4.5,2,1,1,69,2,39.939324,116.451781,51:46.0
49,569938,446864,Private room,Beijing,Ahn Jung,dongcheng,70,5,2,1,1.5,61,2,39.951907,116.396387,57:16.4
50,620269,3073073,Private room,Beijing,"No.1 Zizhuyuan Road, Beijin",haidian,2,5,2,1,1,38,1,39.943435,116.313647,16:42.7
51,627240,3113849,Private room,Beijing,"? Jiaotong Daxue Rd, Beijin",haidian,1,4.5,1,1,2,59,1,39.949565,116.348872,17:05.1
52,634562,3160863,Entire home/apt,Beijing,"Sanlitun Dongsanjie, Beijin",chaoyang,4,5,4,2,1,159,2,39.938405,116.458025,54:15.5
53,651713,3630863,Private room,Beijing,"Gulou Outer Street, Beijin",xicheng,36,4.5,2,1,2,39,4,39.971614,116.413516,57:17.4
54,685820,3488642,Entire home/apt,Beijing,Chaoyang,chaoyang,0,,2,1,1,61,2,39.901326,116.481536,52:44.0
55,691821,2635399,Entire home/apt,Beijing,"Gaoliangqiao Byway, Beijin",haidian,4,5,4,2,2,139,2,39.947339,116.34253,33:25.6
56,699738,1343193,Private room,Beijing,"Dongsi 8th Alley, Beijin",dongcheng,17,4,3,1,1,48,1,39.933192,116.424437,09:31.8
57,706457,3630863,Private room,Beijing,Ahn Jung,dongcheng,25,4.5,2,1,2,39,4,39.967319,116.389555,57:18.8
58,723841,3741521,Entire home/apt,Beijing,"Hutong, Beijin",chaoyang,2,5,3,1,1,70,1,39.929879,116.417239,13:40.1
59,762579,2635399,Entire home/apt,Bejing,"Gaoliangqiao Byway, Bejin",haidian,36,5,,3,2,180,2,39.94612,116.343263,33:33.0
60,762622,3073073,Private room,Beijing,"No.1 Zizhuyuan Road, Beijin",haidian,3,4.5,2,1,1,38,1,39.941758,116.314339,17:05.7
61,762623,3073073,Private room,Beijing,"No.1 Zizhuyuan Road, Beijin",haidian,7,4,2,1,1,38,1,39.941964,116.314329,16:57.7
62,767363,4047209,Private room,Beijing,"? Yaojiayuan Rd, Beijin",chaoyang,0,,2,1,1,70,1,39.931039,116.475757,03:31.4
63,775299,1456491,Entire home/apt,Beijing,"? Dongzhimen Outer St, Beijin",chaoyang,5,4.5,2,1,,72,1,39.939704,116.442504,13:11.1
64,775991,4093103,Entire home/apt,Beijing,Ji锟� W锟� D锟�i?,chaoyang,85,5,,2,1,119,1,39.906491,116.442404,51:08.5
65,797405,2607692,Entire home/apt,Beijing,"? Xiaoju Hutong, Beijin",dongcheng,24,4.5,4,1,1,69,1,39.938445,116.423776,13:03.3
66,818559,4299519,Private room,Beijing,"????, Beijin",xicheng,12,4.5,2,1,1,72,1,39.920579,116.371441,37:39.5
67,818560,4299519,Private room,Beijing,"????, Beijin",xicheng,7,5,2,1,1,72,1,39.919673,116.369958,37:47.1
68,818561,4299519,Private room,Beijing,"????, Beijin",xicheng,9,5,2,1,1,72,1,39.919151,116.370028,37:46.4
69,818562,4299519,Private room,Xicheng District,"????, Xicheng Distric",xicheng,19,4.5,2,1,1,72,1,39.919087,116.37093,37:59.4
70,824569,3488642,Entire home/apt,Beijing,"? Baiziwan Rd, Beijin",chaoyang,0,,2,1,1,58,2,39.901468,116.480692,51:33.9
71,824570,3488642,Entire home/apt,Beijing,Chaoyang,chaoyang,1,5,2,1,1,61,2,39.898542,116.483384,51:48.3
72,829407,4346816,Private room,Beijing,"Xiaojinsi Hutong, Houhai, Xicheng District, Beijin",xicheng,69,5,2,1,1,39,4,39.939,116.391293,28:17.7
73,831429,3943316,Entire home/apt,Beijing,Wai Avenue,chongwen,34,4.5,4,1,1,88,2,39.917954,116.441889,51:07.9
74,833244,2945893,Private room,Beijing,"Anxiangbeilu, Beijin",chaoyang,26,4.5,2,1,1,48,1,39.993222,116.383105,06:49.4
75,851984,4346816,Private room,Beijing,"Xiaojinsi Hutong, Houhai, Xicheng District, Beijin",xicheng,63,5,1,1,1,35,4,39.939228,116.390935,28:17.5
76,854969,2838315,Entire home/apt,Beijing,Beijin,chaoyang,0,,2,1,1,69,2,39.940331,116.435725,13:44.5
77,855090,4346816,Private room,Beijing,"Xiaojinsi Hutong, Houhai, Xicheng District, Beijin",xicheng,94,5,2,1,0.5,30,4,39.939461,116.391605,28:17.4
78,906434,4851361,Entire home/apt,Beijing,"? Xitao Hutong, Beijin",xicheng,9,5,2,1,1,100,3,39.946321,116.392655,25:22.7
79,928135,4995892,Private room,Beijing,"Baizhifang Street, Beijin",xicheng,0,,2,1,1,100,1,39.87633,116.358133,37:48.5
80,944303,1456491,Entire home/apt,Beijing,"Dongzhimen Outer Street, Beijin",chaoyang,7,4.5,2,1,1,72,1,39.9422,116.447781,53:11.8
81,975146,5042487,Private room,Beijing,Dongzhimen,chaoyang,63,4.5,2,1,1,90,1,39.939942,116.423446,09:02.0
82,978554,5202504,Private room,Beijing,Beijin,chongwen,0,,1,1,,80,1,39.920833,116.526958,05:51.7
83,1001527,1456491,Entire home/apt,Beijing,"Dongzhimen Outer Street, Beijin",chaoyang,9,4.5,3,1,1,72,1,39.940124,116.437915,13:25.5
84,1007417,4812115,Private room,Beijing,Beijin,fengtai,0,,2,1,1,20,1,39.976533,116.301941,16:36.2
85,1010177,5557443,Private room,Beijing,Beijin,chongwen,6,4.5,2,1,,28,3,39.90771,116.576494,04:21.8
86,1022435,5628977,Private room,Beijing,"Xin Fu Er Cun Chaoyang District, Beijin",chaoyang,32,4.5,2,1,2,30,2,39.936744,116.448763,26:33.1
87,1033609,5687430,Private room,Beijing,Beijin,chongwen,0,,1,1,,100,1,39.895341,116.463611,30:22.0
88,1059074,5831242,Private room,Beijing,"Dongsi South Street, Beijin",dongcheng,0,,1,1,,100,1,39.918898,116.41882,09:15.9
89,1059075,5831242,Private room,Beijing,"Dongsi South Street, Beijin",dongcheng,0,,1,1,,100,1,39.919345,116.419183,09:16.6
90,1060444,5825373,Private room,Beijing,"Yangqiao Motorway Interchange, Beijin",fengtai,0,,2,1,,100,1,39.857639,116.386937,07:16.4
91,1063948,5856750,Private room,Beijing,"Xinzhong Street, Beijin",dongcheng,0,,2,1,,100,1,39.935352,116.440202,09:11.0
92,1081271,969800,Private room,Beijing,Dongzhimen,chaoyang,5,5,2,1,1,50,1,39.944018,116.416451,09:45.4
93,1087381,1455726,Entire home/apt,???,"??????, ??",chongwen,12,4.5,2,1,1,90,1,39.938198,116.441468,13:32.9
94,1115437,4093103,Entire home/apt,Beijing,Ji锟� W锟� D锟�i?,chongwen,64,4.5,4,2,1,99,1,39.904783,116.442786,51:06.0
95,1124875,2157107,Private room,Beijing,"Fushi Road, Beijin",shijingshan,28,5,2,1,2,28,1,39.923641,116.240335,16:41.0
96,1128799,6192810,Private room,Beijing,"Guang Ming Gardens 42 Liangmaqiao Rd, Beijin",chaoyang,23,5,1,1,1,39,3,39.948886,116.472202,05:29.8
97,1130721,6203330,Private room,Beijing,Ahn Jung,dongcheng,7,5,1,1,1,36,6,39.958125,116.391889,57:17.6
98,1131303,6192810,Private room,Beijing,"? Liangmaqiao Road, Beijin",chaoyang,70,4.5,2,1,1,48,1,39.952269,116.468823,59:51.7
99,1143259,6268857,Entire home/apt,Beijing,"? Qiangan Hutong, Beijin",xicheng,13,5,3,1,1,69,2,39.935349,116.388724,25:31.4
100,1145977,6283635,Entire home/apt,Beijing,"Xingfu'ercun 4th Alley, Beijin",chaoyang,1,4,,3,2,306,1,39.932549,116.439108,13:43.9
101,1154670,1455726,Entire home/apt,Beijing,"Xindong Road, Beijin",chaoyang,1,4,2,1,1,105,1,39.93457,116.451294,53:38.4
102,1160910,5042487,Private room,Beijing,"? Dengcao Hutong, Beijin",dongcheng,0,,,1,3,322,1,39.919005,116.419321,09:39.2
103,1165067,5042487,Private room,Beijing,"? Dengcao Hutong, Beijin",dongcheng,1,5,2,1,1,85,1,39.920796,116.420475,09:39.3
104,1172798,6393492,Private room,Beijing,"Shuanghuayuan Commercial Street, Beijin",dongcheng,0,,3,1,1,35,1,39.902496,116.452935,03:03.4
105,1175672,6434304,Private room,Beijing,"Jiangtai West Road, Beijin",chaoyang,0,,1,1,,99,1,39.971451,116.484343,22:01.2
106,1178329,6447162,Private room,Beijing,"Chaoyang North Road, Beijin",chaoyang,0,,1,1,2,51,1,39.924684,116.539631,06:28.2
107,1181146,5964750,Private room,Beijing,"Yanjingli Middle Street, Beijin",chaoyang,39,5,4,1,1.5,42,1,39.916412,116.483208,00:07.7
108,1183388,6473648,Private room,Beijing,"Taiping Lu Jia 25 Hao, Beijin",haidian,0,,2,1,1,61,1,39.863195,116.387046,27:57.6
109,1198579,6547841,Private room,Beijing,"No. 5 Dengcao Hutong, Beijin",dongcheng,0,,2,1,1,96,1,39.920878,116.422361,09:31.7
110,1199365,291540,Entire home/apt,Beijing,Wai Avenue,chongwen,43,4.5,2,1,1,65,2,39.916101,116.446507,51:08.2
111,1205460,4629054,Private room,Beijing,"? Dongzhimen Inner Street, Beijin",dongcheng,1,3,1,1,1,29,14,39.940073,116.427398,08:32.9
112,1210174,4629054,Private room,Beijing,"? Dongzhimen Inner Street, Beijin",dongcheng,2,4,2,1,1,39,7,39.939794,116.427281,09:08.8
113,1210368,4629054,Private room,Beijing,"? Dongzhimen Inner Street, Beijin",dongcheng,2,4,2,1,1,35,7,39.940101,116.428719,09:01.7
114,1210552,4629054,Private room,Beijing,"? Dongzhimen Inner Street, Beijin",dongcheng,1,5,1,1,1,29,10,39.941744,116.428675,09:10.4
115,1227614,2607692,Entire home/apt,Beijing,"Xiaoju Hutong, Beijin",dongcheng,8,4.5,4,1,1,65,1,39.938809,116.423661,13:01.2
116,1228323,2607692,Private room,Beijing,Sanlitun,chaoyang,51,4.5,2,1,2,35,1,39.942092,116.436399,08:31.5
117,1237187,192875,Entire home/apt,Beijing,Shuangjing,chaoyang,1,5,,3,2,197,1,39.893305,116.449697,53:59.4
118,1244898,467520,Entire home/apt,Beijing,"Dongsi 8th Alley, Beijin",dongcheng,62,5,4,2,1,75,2,39.933503,116.423018,12:16.7
119,1245043,6751611,Private room,Beijing,"Sihui Bridge, Beijin",chaoyang,10,5,2,1,1,40,4,39.911942,116.498498,29:48.8
120,1276777,192875,Entire home/apt,Beijing,Shuangjing,chaoyang,11,4.5,,3,2,197,1,39.895036,116.451308,58:46.8
121,1277390,4629054,Private room,Beijing,"? Dongzhimen South Alley, Beijin",dongcheng,0,,1,1,1,29,14,39.937303,116.425146,09:31.5
122,1285333,6993205,Private room,Beijing,Jiuxianqiao,chaoyang,14,4.5,1,1,1,34,2,39.993806,116.499359,22:11.8
123,1302948,6547841,Private room,Beijing,"? Dengcao Hutong, Beijin",dongcheng,0,,2,1,1,116,1,39.920617,116.420542,09:01.8
124,1303113,6547841,Private room,Beijing,"? Dengcao Hutong, Beijin",dongcheng,1,5,3,1,1,163,1,39.92051,116.422294,10:56.3
125,1303170,6547841,Private room,Beijing,"? Dengcao Hutong, Beijin",dongcheng,0,,3,1,1,190,1,39.921039,116.420778,09:10.6
126,1325945,6993205,Private room,Beijing,Jiuxianqiao,chaoyang,9,3.5,2,1,1,40,2,39.992116,116.498696,04:28.5
127,1335301,4629054,Private room,Beijing,"Dongzhimen South Alley building, Beijin",dongcheng,0,,1,1,1,45,14,39.93422,116.42607,08:46.7
128,1349935,7324597,Private room,Beijing,Beijin,chaoyang,0,,2,1,1,48,1,40.04105,116.497385,02:18.5
129,1349964,2911460,Private room,Beijing,"Guangqu Road, Beijin",chaoyang,8,4.5,1,1,1,37,3,39.892532,116.463783,21:00.0
130,1366770,3160088,Entire home/apt,Beijing,Guangqumenwai,dongcheng,51,5,4,2,1,122,3,39.896282,116.445853,12:52.0
131,1376549,2607692,Private room,Beijing,Beijin,chongwen,9,4.5,2,1,2,35,1,39.940387,116.436969,08:46.5
132,1381020,2607692,Private room,Beijing,"dongzhimen, Jia, Beijin",dongcheng,39,4,1,1,2,22,1,39.938717,116.434615,26:32.3
133,1425176,2607692,Private room,Beijing,Dongzhimen,dongcheng,15,4.5,1,1,2,29,1,39.937809,116.433425,08:21.8
134,1447790,7771183,Private room,Beijing,Beijin,chongwen,0,,2,1,1,62,1,39.893792,116.457432,04:03.8
135,1452269,6796893,Private room,Beijing,"Luomashi Street, Beijin",xicheng,18,4.5,2,1,1,63,3,39.879843,116.365847,37:54.0
136,1478888,5796917,Private room,Beijing,"Xueyuan Road, Beijin",haidian,5,5,2,1,1,40,1,39.998657,116.351845,16:50.7
137,1478954,5796917,Private room,Beijing,"Xueyuan Road, Beijin",haidian,12,4.5,2,1,1,32,1,40.006035,116.360209,17:45.8
138,1478999,5796917,Private room,Beijing,"Xueyuan Road, Beijin",haidian,19,4.5,2,1,1,32,1,39.993198,116.352038,17:06.2
139,1491640,5557443,Private room,Beijing,Beijin,chaoyang,1,5,1,1,1,26,3,39.905453,116.576487,07:30.9
140,1500616,4629054,Entire home/apt,Beijing,Jian Guo Men/Beijing Railway Station,chaoyang,89,4.5,2,1,1,48,3,39.915068,116.430638,40:56.9
141,1505632,7868644,Private room,Beijing,"Maliandao Road, Beijin",xicheng,0,,2,1,1,47,1,39.884372,116.326206,33:04.0
142,1521874,7816614,Private room,Beijing,"Nanshiliju, Beijin",chaoyang,0,,2,1,0.5,47,1,39.950308,116.496674,02:39.9
143,1543047,4346816,Private room,Beijing,"Xiaojinsi Hutong, Beijin",xicheng,30,5,1,1,1,38,4,39.937926,116.392645,28:18.9
144,1553563,3712570,Private room,Beijing,"Beijing South Railway Station Road, Beijin",fengtai,0,,2,1,2,70,1,39.865071,116.38734,22:48.4
145,1564664,8323545,Private room,Beijing,Beijin,fengtai,0,,1,1,1,59,1,39.865552,116.377184,22:48.3
146,1579183,4629054,Entire home/apt,Beijing,"Jinbao Street, Beijin",dongcheng,56,4.5,4,1,1,66,3,39.917884,116.431336,12:21.4
147,1589479,6189497,Private room,Beijing,"Yaojiayuan Road, Beijin",chaoyang,0,,2,1,1,67,2,39.930148,116.476225,02:47.6
148,1591356,4629054,Entire home/apt,Beijing,"Jinbao Street, Beijin",dongcheng,92,4.5,2,1,1,48,3,39.913837,116.431629,12:08.0
149,1591406,4629054,Entire home/apt,Beijing,"Jinbao Street, Beijin",dongcheng,91,4.5,2,1,1,48,3,39.916356,116.433337,12:15.3
150,1609886,7685135,Private room,Beijing,"????, Beijin",dongcheng,0,,1,1,1,67,1,39.993452,116.378081,06:33.7
151,1611016,5168288,Entire home/apt,Beijing,"Niu Jie, Xicheng District, south, Beijin",xicheng,21,4.5,5,1,1,60,2,39.886841,116.363006,54:14.6
152,1635589,4493874,Private room,Beijing,Wangjing,chaoyang,3,4.5,2,1,,32,3,40.001214,116.483604,04:39.3
153,1643534,7790897,Entire home/apt,Beijing,Jinsong/Panjiayuan,chaoyang,23,4.5,3,1,1,70,2,39.882193,116.445845,56:07.4
154,1656883,8783646,Entire home/apt,Beijing,"No.1, Guandi Villiage, Yanqi Town, Beijin",huairou,0,,2,1,1,45,1,39.86539,116.379008,25:33.2
155,1661849,2562442,Private room,Beijing,"Fuchengmen Inner Street, Beijin",xicheng,3,5,2,1,1,116,1,39.925529,116.369905,37:47.2
156,1670322,8843169,Private room,Beijing,"Dongsi 1st Alley, Beijin",dongcheng,0,,2,1,1,200,1,39.924781,116.418213,09:30.7
157,1679806,8886216,Entire home/apt,Beijing,Beijin,dongcheng,0,,2,1,0.5,32,1,39.882018,116.451597,53:58.5
158,1684803,6993205,Private room,Beijing,Jiuxianqiao,chaoyang,9,4.5,1,1,1,35,2,39.993607,116.499094,00:24.6
159,1685699,8911053,Shared room,Beijing,"Gongyi Alley, Beijin",dongcheng,0,,2,1,0.5,32,1,39.944266,116.410407,09:09.9
160,1686767,8915594,Shared room,Beijing,"Chengfu Road, Beijin",haidian,0,,1,1,1,63,1,39.991903,116.344872,12:23.1
161,1690874,8933533,Private room,Beijing,Beijin,dongcheng,12,5,3,1,1,41,1,39.928833,116.441792,09:24.1
162,1691075,8933533,Private room,Beijing,Sanlitun,chaoyang,4,5,3,1,1,40,1,39.928989,116.44237,08:53.7
163,1694369,8949572,Entire home/apt,Beijing,"Peixin Street, Beijin",dongcheng,6,4.5,,2,1,105,3,39.893257,116.434376,13:39.9
164,1698660,4937844,Private room,Beijing,Beijin,dongcheng,0,,1,1,1,57,1,39.924062,116.477105,05:30.0
165,1714180,729259,Entire home/apt,Beijing,"Chao Yang Gong Yuan Xi Lu, Beijin",chaoyang,3,5,,3,3,398,3,39.937647,116.472515,54:16.4
166,1722305,9079019,Private room,Beijing,"Tiyuguan West Road, Beijin",dongcheng,0,,2,1,1,60,1,39.883552,116.423684,09:43.5
167,1730081,9115707,Private room,Beijing,"Taipingqiao Street, Beijin",xicheng,0,,2,1,1,87,1,39.920082,116.365152,37:52.5
168,1735578,9141031,Shared room,Beijing,"????, Beijin",dongcheng,0,,2,1,2,59,1,40.006602,116.476511,06:36.1
169,1769854,9297894,Entire home/apt,Beijing,"Jingshuyuan Road, Beijin",haidian,11,4,2,1,1,48,1,40.000105,116.341228,33:32.4
170,1777848,9333953,Entire home/apt,Beijing,Jiuxianqiao,chaoyang,8,4.5,3,2,2,64,3,39.979833,116.497242,52:19.7
171,1779178,9341318,Private room,Beijing,"Shuangqiao Road, Beijin",chaoyang,4,4,2,1,1,24,3,39.900709,116.577453,00:24.4
172,1779371,4581475,Private room,Beijing,Beijin,chaoyang,0,,1,1,,100,1,39.98003,116.315099,16:48.8
173,1780747,9325914,Private room,Beijing,"Guang Qu Men Wai Da Jie, Beijin",chaoyang,0,,1,1,1,48,2,39.895422,116.453822,30:22.7
174,1784379,6532783,Private room,Haidian,Zizhuqiao,haidian,20,5,1,1,0.5,25,1,39.955575,116.302353,16:58.1
175,1787002,9378155,Private room,Beijing,Beijin,haidian,32,4.5,2,1,1,29,4,39.941555,116.420461,09:10.1
176,1787751,707535,Entire home/apt,Beijing,"No. 40 dongzhongjie street,dongcheng district, Bei",dongcheng,9,3.5,4,1,1,80,1,39.936005,116.436842,13:01.9
177,1793803,9411345,Private room,Beijing,"Sanlihe North Street, Beijin",xicheng,0,,2,1,0.5,57,1,39.915006,116.340374,37:47.8
178,1803017,4037845,Entire home/apt,Beijing,Fengtai,fengtai,8,4.5,3,1,2,48,3,39.905024,116.225188,25:28.5
179,1815338,8961100,Shared room,Beijing,"??, Beijin",fengtai,34,4.5,1,1,1,16,1,39.887419,116.465675,06:36.1
180,1822913,9543031,Entire home/apt,Beijing,"Dongzhimen North Alley, Beijin",dongcheng,0,,2,2,1,68,7,39.94481,116.426814,13:32.2
181,1834479,9591809,Private room,Beijing,"Shuangqiao Road, Beijin",chaoyang,5,4.5,2,1,1,21,3,39.899129,116.577753,02:02.6
182,1834587,9591809,Private room,Beijing,"Shuangqiao Road, Beijin",chaoyang,0,,2,1,1,24,3,39.899352,116.577512,02:55.0
183,1837260,9341318,Private room,Beijing,"Shuangqiao Road, Beijin",chaoyang,5,4,2,1,1,21,3,39.902767,116.576621,02:11.4
184,1837487,9606289,Private room,Beijing,"Xintaicang 1st Alley, Beijin",dongcheng,0,,2,1,1,222,1,39.938685,116.422768,09:09.0
185,1857319,9692593,Entire home/apt,Beijing,"??? shuangjing station, Beijin",chaoyang,0,,4,2,1,129,1,39.894116,116.46023,53:18.3
186,1877197,6993205,Private room,Beijing,Jiuxianqiao,chaoyang,8,5,2,1,1,44,2,39.99317,116.499185,04:18.9
187,1877637,9776615,Private room,Beijing,"dongneibeixiaojie, Beijin",haidian,0,,3,1,1,78,1,39.943414,116.421618,09:45.8
188,1878659,5600610,Entire home/apt,Beijing,"Dongcheng district?Beijing city, Beijin",dongcheng,50,4.5,3,1,0.5,62,3,39.946205,116.423589,20:31.0
189,1903313,9881507,Private room,Beijing,"?????????????, Beijin",dongcheng,0,,2,1,1,61,1,39.83899,116.415894,07:16.5
190,1903462,9882179,Private room,Beijing,Beijin,dongcheng,0,,2,1,1,292,1,39.944076,116.396874,09:01.2
191,1907070,7979762,Entire home/apt,Beijing,"Qing Nian Lu, Beijin",chaoyang,20,4.5,5,2,1,65,,39.925031,116.517874,52:13.3
192,1911472,9917592,Entire home/apt,Beijing,"Chaoyang Road Side Road, Beijin",chaoyang,0,,2,1,1,62,1,39.916045,116.508558,57:50.6
193,1920619,9625794,Entire home/apt,Beijing,"?????????, Beijin",chaoyang,3,3,2,1,1,39,1,39.890512,116.349014,37:39.4
194,1920730,9625794,Entire home/apt,Beijing,"????????, Beijin",chaoyang,0,,2,1,1,38,1,39.885159,116.337311,37:39.4
195,1921348,9625794,Entire home/apt,Beijing,"????????, Beijin",chaoyang,1,1,2,1,1,39,3,39.8952,116.33801,37:39.4
